DEPTH,CNL_dec,DENS,SONI,LL9D,LL9S,MSFL,GrC,VCL,SW
11715,0.1996,2.521,79.81,0.466,1.445,2.022,183.2,0.531,1
11715.5,0.1996,2.538,77.45,0.646,1.604,1.778,188.1,0.56,1
11716,0.1983,2.555,76.27,0.803,1.658,2.106,190.8,0.5764,1
11716.5,0.1972,2.566,77.85,1.252,1.658,2.46,192.3,0.5855,1
11717,0.183,2.551,79.42,1.542,1.665,2.684,192.3,0.5855,1
11717.5,0.1649,2.538,79.43,1.542,1.695,2.372,186.3,0.5491,1
11718,0.16,2.526,79.03,1.542,1.724,2.154,181.7,0.5219,1
11718.5,0.157,2.514,76.67,1.56,1.497,1.97,177.2,0.4946,1
11719,0.1618,2.51,75.1,1.599,0.631,2.183,174.2,0.4764,1
11719.5,0.1641,2.508,74.31,1.599,0.631,2.193,175.7,0.4855,1
11720,0.1685,2.492,75,1.166,1.228,1.604,180.2,0.5128,1
11720.5,0.1712,2.48,75.5,0.727,1.779,1.7,186.3,0.5491,1
11721,0.1842,2.486,76.29,0.646,1.741,2.3,190.8,0.5764,1
11721.5,0.1925,2.482,78.65,1.599,1.72,2.294,187.8,0.5582,1
11722,0.1925,2.47,79.44,1.599,1.719,1.414,183.2,0.531,1
11722.5,0.1858,2.459,79.44,1.599,1.699,1.459,179.5,0.2016,1
11723,0.183,2.449,79.44,1.599,1.672,0.863,177.2,0.2158,1
11723.5,0.176,2.456,79.45,1.599,1.658,0.729,181.7,0.5219,1
11724,0.1878,2.455,79.06,1.599,1.658,0.782,183.5,0.5323,1
11724.5,0.1901,2.45,80.33,1.599,1.658,0.78,187.8,0.5582,1
11725,0.1901,2.438,81.42,1.599,1.658,0.761,193.8,0.5946,1
11725.5,0.1911,2.437,80.24,1.599,1.658,1.303,194.6,0.5989,1
11726,0.1925,2.434,80.94,1.599,1.658,1.738,195.4,0.6037,1
11726.5,0.1972,2.423,81.43,1.599,1.658,1.8,195.4,0.6037,1
11727,0.1993,2.397,82.01,1.584,1.658,1.065,186.3,0.5491,1
11727.5,0.2019,2.369,82.22,1.542,1.658,0.842,181.7,0.5219,1
11728,0.2019,2.34,83.4,1.542,1.658,0.68,177.2,0.4946,1
11728.5,0.2043,2.334,84.46,1.542,1.658,0.608,175.7,0.4855,1
11729,0.2078,2.319,85.77,1.542,1.658,0.607,181,0.5173,1
11729.5,0.2149,2.296,85.77,1.542,1.658,0.608,183.2,0.531,1
11730,0.2232,2.297,85.77,1.542,1.658,0.608,183.2,0.531,1
11730.5,0.2232,2.31,84.98,1.532,1.658,0.608,183.2,0.531,1
11731,0.2206,2.352,84.55,1.513,1.658,0.608,183.2,0.531,1
11731.5,0.2185,2.414,84.2,1.487,1.658,0.636,180.2,0.5128,1
11732,0.2225,2.476,80.86,1.487,1.658,1.268,174.2,0.4764,1
11732.5,0.2291,2.538,79.1,1.487,1.658,0.888,172.7,0.4674,1
11733,0.235,2.57,78.3,1.487,1.658,1.966,175.7,0.4855,1
11733.5,0.2374,2.575,81.45,1.487,1.658,2.381,173.4,0.4719,1
11734,0.2232,2.588,82.24,1.487,1.658,2.414,172.7,0.4674,1
11734.5,0.2232,2.601,83.03,1.487,1.658,2.415,173.9,0.475,1
11735,0.2243,2.595,83.03,1.487,1.658,2.415,178,0.4992,1
11735.5,0.2256,2.585,81.07,1.487,1.658,2.415,181.6,0.5209,1
11736,0.2279,2.584,79.9,1.487,1.658,2.415,184.8,0.54,1
11736.5,0.2279,2.577,79.49,1.511,1.658,2.442,184.8,0.54,1
11737,0.224,2.555,78.31,1.532,1.658,2.492,183.8,0.5345,1
11737.5,0.2185,2.528,77.53,1.542,1.658,2.573,183.2,0.531,1
11738,0.2156,2.501,76.35,1.542,1.484,2.6,181.7,0.5219,1
11738.5,0.2114,2.473,77.53,1.487,1.095,2.6,183.2,0.531,1
11739,0.2067,2.447,79.5,1.487,0.74,2.6,187.8,0.5582,1
11739.5,0.2029,2.402,82.65,1.241,0.548,2.601,192.3,0.5855,1
11740,0.1996,2.357,84.23,0.912,0.495,2.601,192.3,0.5855,1
11740.5,0.1925,2.334,85.02,0.654,0.469,2.601,192.3,0.5855,1
11741,0.1948,2.322,85.81,0.458,0.436,2.615,195.4,0.6037,1
11741.5,0.1972,2.336,85.81,0.375,0.411,2.649,198.4,0.6218,1
11742,0.1972,2.368,84.63,0.336,0.499,2.68,198.4,0.6218,1
11742.5,0.1996,2.401,84.01,0.313,0.672,2.719,195.4,0.6037,1
11743,0.2019,2.433,83.06,0.313,0.866,2.773,193.8,0.5946,1
11743.5,0.2044,2.465,82.27,0.389,0.944,2.801,181,0.5173,1
11744,0.2067,2.448,82.67,0.601,0.759,2.801,171.1,0.4583,1
11744.5,0.209,2.397,84.25,0.963,0.589,2.801,166.6,0.431,1
11745,0.2019,2.346,85.86,0.707,0.462,2.802,164.3,0.4174,1
11745.5,0.1996,2.336,86.61,0.475,0.417,2.802,163.6,0.4128,1
11746,0.2007,2.342,85.83,0.384,0.418,2.803,166.6,0.431,1
11746.5,0.2019,2.393,83.44,0.336,0.468,2.803,169.6,0.4492,1
11747,0.2055,2.461,82.29,0.362,0.673,2.804,172.7,0.4674,1
11747.5,0.209,2.52,77.96,0.466,0.956,2.804,175.7,0.4855,1
11748,0.209,2.521,74.81,0.67,1.336,2.805,177.2,0.4946,1
11748.5,0.209,2.543,76.19,0.998,1.317,2.805,177.2,0.4946,1
11749,0.209,2.563,77.8,1.487,0.898,2.806,177.2,0.4946,1
11749.5,0.209,2.556,78.75,1.1,1.074,2.806,177.2,0.4946,1
11750,0.209,2.556,79.54,0.863,1.154,2.807,181.3,0.5195,1
11750.5,0.209,2.528,78.76,1.035,1.154,2.808,184,0.5355,1
11751,0.2142,2.52,79.54,1.197,0.919,2.808,186.3,0.5491,1
11751.5,0.2256,2.48,81.12,0.928,0.723,1.222,178.7,0.5037,1
11752,0.2256,2.428,81.66,0.72,0.592,0.727,166.1,0.428,1
11752.5,0.2256,2.377,82.31,0.601,0.577,0.783,159,0.3856,1
11753,0.2161,2.35,82.7,0.559,0.615,1.068,159,0.3353,1
11753.5,0.2135,2.348,82.71,0.601,0.662,0.634,159,0.3389,1
11754,0.2114,2.347,82.71,0.623,0.649,0.641,160.5,0.341,1
11754.5,0.2114,2.377,82.71,0.601,0.646,0.738,159,0.3012,1
11755,0.2114,2.428,81.92,0.579,0.646,0.799,156,0.2335,1
11755.5,0.2067,2.48,79.56,0.601,0.646,0.834,153,0.3492,1
11756,0.1996,2.531,77.99,0.579,0.56,0.912,151.5,0.3401,1
11756.5,0.1901,2.582,77.99,0.52,0.498,0.653,151.5,0.3401,1
11757,0.183,2.586,79.57,0.481,0.471,0.606,151.5,0.3401,1
11757.5,0.1925,2.569,81.93,0.455,0.485,0.727,156,0.3674,1
11758,0.1972,2.561,83.51,0.433,0.506,0.736,159,0.3856,1
11758.5,0.1996,2.553,82.91,0.433,0.543,0.752,157.5,0.3765,1
11759,0.1983,2.551,81.94,0.483,0.612,0.825,157.5,0.3765,1
11759.5,0.1972,2.559,78.79,0.522,0.646,0.832,158.6,0.3832,1
11760,0.1972,2.559,77.21,0.566,0.646,0.902,159,0.3856,1
11760.5,0.1937,2.553,76.04,0.601,0.641,0.929,159,0.3856,1
11761,0.1925,2.547,76.43,0.601,0.613,0.764,163.6,0.4128,1
11761.5,0.1878,2.54,78.8,0.575,0.57,0.764,173.4,0.4719,1
11762,0.1854,2.531,80.09,0.549,0.528,0.758,183.2,0.531,1
11762.5,0.2019,2.518,82.15,0.483,0.496,0.743,189.3,0.5673,1
11763,0.2126,2.537,83.19,0.449,0.462,0.731,192.3,0.5855,1
11763.5,0.2256,2.558,84.31,0.403,0.434,0.55,192.3,0.5855,1
11764,0.2256,2.538,86.68,0.375,0.499,0.529,193.8,0.5946,1
11764.5,0.2256,2.511,86.68,0.52,0.743,0.559,193.8,0.5946,1
11765,0.2256,2.483,84.32,0.59,1.033,1.507,193.8,0.5946,1
11765.5,0.2361,2.456,80.78,0.774,1.383,2.52,169.6,0.4492,1
11766,0.2397,2.439,78.02,1.1,1.333,2.032,145.8,0.3061,1
11766.5,0.2397,2.442,76.45,1.287,1.24,1.637,129.5,0.2084,1
11767,0.2256,2.458,74.48,1.154,1.073,1.367,121.2,0.1584,1
11767.5,0.2043,2.458,72.52,1.073,1.072,1.695,120.4,0.1534,1
11768,0.176,2.491,71.75,0.998,1.233,2.095,119.7,0.1493,1
11768.5,0.1535,2.519,70.16,1.073,1.441,2.503,118.2,0.1402,1
11769,0.1358,2.516,68.31,1.287,1.904,2.826,116.7,0.1312,1
11769.5,0.124,2.516,67.8,1.599,1.917,2.498,116.7,0.1312,1
11770,0.1192,2.523,67.8,1.917,1.917,2.168,119.7,0.1493,1
11770.5,0.1145,2.521,67.41,1.917,1.844,1.972,122.7,0.1675,1
11771,0.1169,2.51,70.18,1.757,1.626,2.076,127.3,0.1948,1
11771.5,0.124,2.497,70.56,1.571,1.454,2.241,131.8,0.222,1
11772,0.1334,2.496,71.35,1.334,1.364,1.597,133.3,0.2311,1
11772.5,0.1452,2.482,72.53,1.241,1.266,1.111,131.8,0.222,1
11773,0.1523,2.473,73.72,1.113,1.064,1.084,132.5,0.2264,1
11773.5,0.155,2.488,73.72,1.073,1.007,1.81,133.3,0.2311,1
11774,0.1594,2.52,75.69,1.035,1.033,1.753,136.1,0.2481,1
11774.5,0.1618,2.544,75.69,1.113,1.188,1.535,138.6,0.2629,1
11775,0.1641,2.56,73.92,1.241,1.472,1.942,142.4,0.2856,1
11775.5,0.1641,2.574,72.2,1.599,1.792,3.351,139.4,0.2675,1
11776,0.157,2.586,71.36,1.917,2.032,3.662,134.8,0.2402,1
11776.5,0.15,2.557,69.4,1.917,1.959,2.643,131.4,0.2197,1
11777,0.1405,2.529,71.17,1.865,1.748,2.182,128.8,0.2038,1
11777.5,0.1382,2.531,72.16,1.783,1.629,1.945,125.7,0.1857,1
11778,0.1382,2.522,71.37,1.571,1.536,2.047,121.2,0.1584,1
11778.5,0.1382,2.509,71.38,1.334,1.466,2.335,122.7,0.1675,1
11779,0.1402,2.5,71.57,1.241,1.282,2.109,123.7,0.1733,1
11779.5,0.1429,2.478,74.13,0.937,0.963,1.624,125.7,0.1857,1
11780,0.1476,2.441,77.88,0.695,0.705,0.961,128.8,0.2038,1
11780.5,0.157,2.404,79.24,0.612,0.671,1.002,121.2,0.1584,1
11781,0.1641,2.392,79.65,0.579,0.684,1.033,122.7,0.1675,1
11781.5,0.176,2.383,79.38,0.579,0.696,1.091,122.7,0.1675,1
11782,0.183,2.393,79.26,0.601,0.721,0.891,124.2,0.1766,1
11782.5,0.184,2.396,80.84,0.623,0.747,0.958,128.8,0.2038,1
11783,0.1854,2.402,81.31,0.623,0.764,1.048,133,0.229,1
11783.5,0.1807,2.418,81.63,0.695,0.785,1.154,136.3,0.2493,1
11784,0.1807,2.419,81.63,0.695,0.803,1.326,151.5,0.3401,1
11784.5,0.183,2.411,80.53,0.645,0.744,1.029,171.9,0.4628,1
11785,0.1901,2.397,79.67,0.579,0.695,1.029,184.3,0.2823,1
11785.5,0.1925,2.396,78.88,0.598,0.659,0.77,190.8,0.2827,1
11786,0.1901,2.432,76.92,0.634,0.646,1.03,190.8,0.2358,1
11786.5,0.1854,2.469,75.74,0.747,0.823,1.328,190.8,0.5764,1
11787,0.1854,2.476,75.74,0.928,0.998,1.481,185.8,0.5461,1
11787.5,0.1925,2.479,78.1,1.031,1.073,1.481,179.2,0.5067,1
11788,0.1982,2.493,80.29,1.113,1.154,1.281,175.7,0.4855,1
11788.5,0.2019,2.523,82.04,1.241,1.241,1.481,175.7,0.1109,1
11789,0.2248,2.556,83.22,1.434,1.334,2.129,173.4,0.05898,1
11789.5,0.2515,2.558,85.19,1.487,1.455,2.077,169.6,0.04674,1
11790,0.261,2.573,85.2,1.599,1.542,1.981,164.3,0.02347,1
11790.5,0.2681,2.572,85.59,1.487,1.512,1.962,160.5,0.3947,1
11791,0.2704,2.573,85.15,1.358,1.487,1.935,155.2,0.3629,1
11791.5,0.2634,2.583,84.81,1.287,1.383,1.911,150,0.3311,1
11792,0.2609,2.565,85.99,1.197,1.287,1.595,145.4,0.3038,1
11792.5,0.2581,2.556,84.61,1.269,1.241,1.595,140.9,0.2765,1
11793,0.2563,2.557,83.24,1.334,1.434,2.056,134.2,0.2366,1
11793.5,0.2515,2.546,78.91,1.425,1.499,2.378,129.5,0.2084,1
11794,0.2397,2.505,76.15,1.487,1.599,1.845,128.8,0.2038,1
11794.5,0.2232,2.461,80.49,0.992,-999,1.097,125.7,0.1855,-999
11795,0.209,2.416,83.25,0.601,-999,0.669,125.7,0.1857,-999
11795.5,0.1925,2.372,83.91,0.449,-999,0.558,125.7,0.1857,-999
11796,0.1878,2.321,84.82,0.389,-999,0.5,129.4,0.2077,-999
11796.5,0.1843,2.267,84.43,0,-999,0.58,133.3,0.2311,-999
11797,0.183,2.269,82.47,0,-999,0.6,133.3,0.2311,-999
11797.5,0.1783,2.286,81.29,0,-999,0.65,134.8,0.2402,-999
11798,0.1854,2.31,80.11,0,-999,0.82,134.8,0.2402,-999
11798.5,0.1854,2.335,78.53,0,-999,0.7,134.8,0.2402,-999
11799,0.1845,2.349,77.35,0,-999,0.85,131.8,0.222,-999
11799.5,0.183,2.353,76.96,0,0.833,0.8,136.3,0.2493,-999
11800,0.1816,2.349,77.75,0,0.963,0.72,143.9,0.2947,-999
11800.5,0.1807,2.351,78.54,0.895,1.175,1,148.4,0.322,1
11801,0.1777,2.357,78.94,1.371,1.619,0.8,159.9,0.3398,1
11801.5,0.1736,2.34,78.28,1.783,1.917,0.58,177.7,0.3638,1
11802,0.176,2.338,77.17,1.783,2.138,0.8,186.3,0.3656,1
11802.5,0.1783,2.346,75.4,1.988,2.138,0.9,192.3,0.3541,1
11803,0.183,2.397,75,1.988,2.138,1.2,196.9,0.2848,1
11803.5,0.1901,2.452,76.09,1.988,2.103,2.1,192.3,0.2093,1
11804,0.1925,2.507,76.98,1.917,2.062,2.7,186.3,0.1355,1
11804.5,0.1856,2.524,78.97,2.062,2.138,2.5,181.2,0.1155,1
11805,0.183,2.518,80.54,2.062,2.138,2.2,178.7,0.5037,1
11805.5,0.1854,2.515,80.54,2.062,2.138,2.25,186.3,0.5491,1
11806,0.183,2.523,79.36,2.062,2.138,2.3,190.8,0.5764,1
11806.5,0.1807,2.544,78.57,1.952,2.138,2.3,197.4,0.6158,1
11807,0.1814,2.551,77.39,1.917,2.062,2.1,202.9,0.6491,1
11807.5,0.183,2.538,77.39,1.783,2.062,2.15,202.9,0.09778,1
11808,0.1807,2.522,78.32,1.849,2.102,2.08,198.8,0.1198,1
11808.5,0.1794,2.532,78.97,1.849,2.138,2,198.4,0.107,1
11809,0.176,2.527,80.33,1.849,2.138,1.7,196.9,0.1149,1
11809.5,0.1794,2.513,80.94,1.917,2.138,1.5,192.3,0.1322,1
11810,0.1854,2.495,82.51,1.78,2.138,1.3,189.3,0.154,1
11810.5,0.1901,2.489,81.72,1.599,2.138,1.2,186.3,0.1602,1
11811,0.1925,2.492,82.51,1.542,1.849,-999,-999,0.1554,-999
11811.5,-9.99,-999,82.51,1.434,1.72,-999,-999,0.4946,-999
11812,0.261,2.572,82.51,1.542,1.72,-999,-999,0.02479,-999
11812.5,0.261,2.583,83.3,1.542,1.783,-999,-999,0.01021,-999
11813,0.261,2.592,83.3,1.599,1.849,-999,-999,0,-999
11813.5,0.2586,2.57,84.09,1.658,1.917,-999,-999,0.02829,-999
11814,0.2539,2.541,82.51,1.658,1.917,-999,-999,0.06845,-999
11814.5,0.2492,2.525,80.94,1.658,1.885,-999,-999,0.09135,-999
11815,0.2421,2.501,80.94,1.571,1.816,-999,-999,0.1257,-999
11815.5,0.2374,2.456,81.33,1.542,1.72,-999,-999,0.1871,-999
11816,0.2397,2.387,80.15,1.542,1.72,0.483,177.2,0.4946,1
11816.5,0.2468,2.319,79.76,1.599,1.72,0.384,180.2,0.5128,1
11817,0.2722,2.277,80.94,1.542,1.72,0.259,186.3,0.5491,1
11817.5,0.2964,2.265,82.12,1.542,1.72,0.261,191.6,0.5809,1
11818,0.313,2.356,81.33,1.599,1.783,0.5,193.8,0.5946,1
11818.5,0.313,2.383,78.57,1.542,1.849,1.263,195.4,0.6037,1
11819,0.2783,2.388,81.72,1.434,1.751,2.217,195.4,0.6037,1
11819.5,0.2586,2.391,80.94,1.434,1.658,2.138,192.3,0.5855,1
11820,0.248,2.411,82.12,1.434,1.658,1.783,193,0.5893,1
11820.5,0.213,2.454,80.15,1.434,1.659,0.539,193.8,0.5946,1
11821,0.1795,2.509,78.97,1.542,1.687,0.687,188.5,0.5628,1
11821.5,0.176,2.542,81.72,1.735,1.825,1.475,181.7,0.5219,1
11822,0.1937,2.552,83.81,1.849,2.138,2.595,176.4,0.4901,1
11822.5,0.2067,2.571,84.48,1.917,2.175,2.567,174.2,0.4764,1
11823,0.2138,2.596,79.36,1.917,2.217,2.771,169.6,0.4492,1
11823.5,0.2127,2.592,76.61,2.062,2.408,3.243,180.2,0.5128,1
11824,0.209,2.584,75.6,2.217,2.471,2.937,183.2,0.531,1
11824.5,0.2114,2.576,74.24,2.299,2.471,2.292,180.2,0.5128,1
11825,0.2161,2.564,76.61,2.299,2.471,3.194,178,0.4992,1
11825.5,0.2232,2.56,77.39,2.138,2.287,2.752,175.7,0.4855,1
11826,0.2279,2.56,77,2.062,2.221,2.391,171.1,0.4583,1
11826.5,0.2279,2.549,76.21,2.062,2.32,2.587,172.7,0.4674,1
11827,0.2114,2.556,75.43,2.138,2.432,2.773,172.7,0.4674,1
11827.5,0.2019,2.56,77.79,2.217,2.546,2.638,172.7,0.4674,1
11828,0.2019,2.554,77,2.217,2.36,2.252,169.6,0.4492,1
11828.5,0.2138,2.541,76.61,2.025,2.091,1.217,176.4,0.4901,1
11829,0.2287,2.541,75.95,1.849,1.816,0.555,178.7,0.5037,1
11829.5,0.2745,2.517,75.43,1.73,1.722,0.592,182.5,0.5264,1
11830,0.3256,2.505,75.43,1.585,1.72,0.913,185.5,0.5446,1
11830.5,0.339,2.493,73.06,1.487,1.72,0.929,189.3,0.5673,1
11831,0.339,2.513,77.39,1.487,1.658,1.532,189.3,0.5673,1
11831.5,0.3153,2.509,81.33,1.487,1.658,1.354,185.5,0.5446,1
11832,0.3035,2.513,86.06,1.487,1.658,1.684,179.7,0.5098,1
11832.5,0.2823,2.492,88.81,1.383,1.658,1.95,172.7,0.4674,1
11833,0.2468,2.485,88.81,1.355,1.599,1.7,166.2,0.4287,1
11833.5,0.2043,2.489,86.06,1.334,1.69,1.142,165.1,0.4219,1
11834,0.1878,2.509,85.66,1.334,1.777,0.8,168.9,0.4446,1
11834.5,0.1925,2.523,80.15,1.383,1.83,1.261,177.2,0.4946,1
11835,0.2114,2.549,75.03,1.458,1.984,1.112,181.7,0.5219,1
11835.5,0.2403,2.537,74.24,1.542,1.988,2.011,190.8,0.5764,1
11836,0.2515,2.546,75.82,1.689,1.989,2.569,190.8,0.5764,1
11836.5,0.2515,2.572,79.36,1.849,2.056,2.974,186.3,0.5491,1
11837,0.2413,2.545,81.72,1.72,2.141,2.857,183.2,0.531,1
11837.5,0.2279,2.498,82.36,1.783,2.12,2.038,180.2,0.5128,1
11838,0.2315,2.449,83.3,1.849,2.046,1.362,176.7,0.4916,1
11838.5,0.2397,2.419,80.94,1.917,1.906,0.903,175.7,0.4855,1
11839,0.2547,2.375,80.15,1.849,1.686,1.124,175.7,0.4855,1
11839.5,0.2764,2.393,79.76,1.783,1.747,2.657,180.2,0.5128,1
11840,0.3083,2.437,76.41,1.599,2.11,3.432,183.2,0.531,1
11840.5,0.3083,2.485,76.05,1.542,2.431,3.356,181.7,0.5219,1
11841,0.3083,2.538,75.82,1.542,2.563,3.339,179.5,0.5082,1
11841.5,0.2775,2.571,78.77,1.952,2.593,3.458,175.7,0.4855,1
11842,0.2445,2.584,84.88,2.217,2.666,3.546,168.9,0.4446,1
11842.5,0.196,2.584,84.88,2.383,2.625,3.351,161.3,0.3992,1
11843,0.176,2.572,82.91,2.383,2.332,2.568,151.5,0.3401,1
11843.5,0.1689,2.566,79.36,2.471,1.851,1.246,140.1,0.272,1
11844,0.1594,2.572,74.64,2.299,1.537,1.381,134.8,0.2402,1
11844.5,0.1665,2.564,72.28,1.964,1.356,1.657,130.3,0.2129,1
11845,0.1665,2.527,70.7,1.658,1.154,1.542,126.8,0.1923,1
11845.5,0.157,2.495,70.31,1.409,1.285,1.541,123.6,0.1731,1
11846,0.1547,2.438,71.09,1.064,1.291,1.778,119.8,0.15,1
11846.5,0.1452,2.459,72.08,0.998,1.133,1.689,115.9,0.1266,1
11847,0.1405,2.469,74.24,1.035,1.052,1.123,110.6,0.09481,1
11847.5,0.1452,2.474,74.82,1.035,0.94,1.102,112.1,0.1039,1
11848,0.1511,2.474,75.43,0.945,0.854,1.143,113.6,0.113,1
11848.5,0.1547,2.456,73.26,0.833,0.815,1.034,118.2,0.1402,1
11849,0.1594,2.436,72.05,0.774,0.785,0.891,122,0.163,1
11849.5,0.1594,2.422,71.88,0.695,0.861,0.979,129.8,0.2099,1
11850,0.1594,2.442,71.88,0.67,0.996,1.163,136.3,0.2493,1
11850.5,0.1724,2.48,71.88,0.67,1.126,1.124,143.9,0.2947,1
11851,0.1807,2.527,75.03,0.67,1.353,1.008,156,0.3674,1
11851.5,0.1925,2.556,75.8,0.885,1.726,1.414,165.1,0.4219,1
11852,0.2126,2.583,78.18,1.093,2.15,2.518,174.2,0.4769,1
11852.5,0.2326,2.596,78.02,1.263,2.375,3.427,181.7,0.5219,1
11853,0.2232,2.596,76.21,1.755,2.227,2.498,181.7,0.5219,1
11853.5,0.2161,2.563,77.39,2.17,1.867,2.002,180.2,0.5128,1
11854,0.2067,2.525,77.71,2.217,1.594,2.032,177.2,0.4946,1
11854.5,0.2043,2.513,78.18,1.816,1.433,1.445,170.4,0.4537,1
11855,0.2019,2.497,80.94,1.542,1.286,2.14,162.1,0.4037,1
11855.5,0.2043,2.478,80.16,1.487,1.14,2.563,159,0.3854,1
11856,0.2078,2.468,79.36,1.31,1.022,2.012,157.5,0.3765,1
11856.5,0.2111,2.462,78.57,1.197,0.906,1.542,156,0.3674,1
11857,0.2161,2.458,79.76,1.035,0.791,1.092,150,0.3311,1
11857.5,0.2067,2.43,79.76,0.833,0.685,0.938,142.4,0.2856,1
11858,0.2008,2.399,78.57,0.634,0.65,0.953,139.4,0.2675,1
11858.5,0.1988,2.363,79.03,0.579,0.646,0.998,139.4,0.2675,1
11859,0.1972,2.371,79.36,0.579,0.771,1.074,139.4,0.2675,1
11859.5,0.1925,2.391,80.94,0.646,0.809,1.275,136.3,0.2493,1
11860,0.1925,2.411,82.91,0.646,0.773,1.271,134.8,0.2402,1
11860.5,0.1938,2.411,83.69,0.72,0.715,1.044,134.8,0.2402,1
11861,0.1996,2.392,83.24,0.646,0.652,0.783,136.3,0.2493,1
11861.5,0.2066,2.369,80.74,0.59,0.601,0.663,142.4,0.2856,1
11862,0.2114,2.353,77.96,0.51,0.569,0.706,146.9,0.3129,1
11862.5,0.2208,2.348,77,0.501,0.573,0.786,151.5,0.3401,1
11863,0.2279,2.348,77.79,0.52,0.651,0.844,153.7,0.3538,1
11863.5,0.2256,2.367,80.15,0.559,0.778,1.092,154.5,0.3583,1
11864,0.2232,2.406,84.48,0.623,0.909,1.924,154.5,0.3583,1
11864.5,0.2208,2.483,84.88,0.763,0.997,2.667,157.5,0.3765,1
11865,0.2232,2.513,84.68,0.895,1.071,1.963,156,0.3674,1
11865.5,0.2185,2.497,84.48,0.998,1.028,1.391,150,0.3311,1
11866,0.2098,2.458,84.09,0.998,0.913,0.892,140.9,0.2769,1
11866.5,0.1984,2.397,82.12,0.756,0.722,0.672,139.9,0.2708,1
11867,0.1972,2.371,81.48,0.555,0.585,0.606,139.4,0.2677,1
11867.5,0.1972,2.367,80.94,0.466,0.543,0.6,146.9,0.3129,1
11868,0.1996,2.367,81.72,0.466,0.63,0.716,151.5,0.3401,1
11868.5,0.2019,2.379,82.24,0.466,0.752,1.109,159.4,0.3878,1
11869,0.2067,2.404,82.42,0.638,0.873,1.541,163.6,0.4128,1
11869.5,0.209,2.446,83.3,0.789,1.04,2.287,162.1,0.4038,1
11870,0.2067,2.43,82.91,1.113,1.11,1.915,160.5,0.3947,1
11870.5,0.2019,2.402,82.3,1.072,1.03,1.14,155,0.3613,1
11871,0.1972,2.359,81.33,0.9,0.908,0.998,150,0.3311,1
11871.5,0.1878,2.363,80.15,0.695,0.837,1.082,148.4,0.322,1
11872,0.1834,2.384,80.5,0.774,0.928,1.378,148.4,0.322,1
11872.5,0.1783,2.407,80.94,0.928,0.928,1.647,140.9,0.2765,1
11873,0.1712,2.415,84.48,0.928,0.928,1.264,130.7,0.2152,1
11873.5,0.1606,2.387,84.12,0.928,0.927,1.158,127.3,0.1948,1
11874,0.1507,2.383,83.1,0.897,0.896,1.286,122.7,0.1675,1
11874.5,0.15,2.403,82.38,0.833,0.929,1.24,121.2,0.1584,1
11875,0.1452,2.403,82.12,0.863,0.973,1.242,118.2,0.1402,1
11875.5,0.1452,2.403,79.36,0.895,0.999,1.371,118.2,0.1402,1
11876,0.1452,2.407,78.97,0.998,1.035,1.658,119.7,0.1493,1
11876.5,0.1476,2.405,79.39,1.035,1.035,1.597,119.7,0.1493,1
11877,0.1429,2.403,79.76,1.035,1.035,1.295,116.7,0.1312,1
11877.5,0.1405,2.415,79.76,1.035,0.998,1.197,115.1,0.1216,1
11878,0.1405,2.426,79.36,0.963,0.998,1.334,112.9,0.1084,1
11878.5,0.1422,2.428,79.76,0.963,0.983,1.334,112.1,0.1039,1
11879,0.1452,2.434,78.57,0.895,0.963,1.197,119.2,0.1462,1
11879.5,0.157,2.434,77,0.895,1.007,1.4,125.7,0.1857,1
11880,0.1736,2.434,76.62,0.998,1.023,1.571,128.8,0.2038,1
11880.5,0.1878,2.45,76.21,0.998,1.035,1.658,140.9,0.2765,1
11881,0.1996,2.45,77.39,0.998,0.998,1.383,143.9,0.2947,1
11881.5,0.2067,2.458,80.35,0.945,0.896,1.241,143.9,0.2947,1
11882,0.2161,2.454,82.51,0.848,0.804,1.198,145.4,0.3038,1
11882.5,0.2208,2.422,82.91,0.747,0.748,0.998,148.4,0.322,1
11883,0.2256,2.403,82.65,0.652,0.672,1.035,142.4,0.2856,1
11883.5,0.2256,2.367,82.51,0.646,0.603,1.072,143,0.2894,1
11884,0.2256,2.326,82.91,0.559,0.541,0.742,145.4,0.3038,1
11884.5,0.2178,2.324,82.91,0.475,0.52,0.716,145.4,0.3038,1
11885,0.2137,2.328,84.48,0.449,0.518,0.894,148.4,0.322,1
11885.5,0.2114,2.367,84.88,0.501,0.689,1.229,148.4,0.322,1
11886,0.2067,2.393,84.88,0.634,0.745,1.292,150,0.3311,1
11886.5,0.204,2.403,85.27,0.747,0.75,1.091,141.6,0.2811,1
11887,0.2019,2.391,86.06,0.747,0.609,0.805,140.9,0.2765,1
11887.5,0.1972,2.36,83.69,0.601,0.543,0.699,148.4,0.322,1
11888,0.209,2.332,83.93,0.501,0.518,0.745,167.4,0.4356,1
11888.5,0.2208,2.367,84.09,0.466,0.558,0.72,177.9,0.4989,1
11889,0.2315,2.389,83.3,0.52,0.6,0.747,190.8,0.5764,1
11889.5,0.2468,2.413,84.09,0.569,0.701,0.837,189.3,0.567,1
11890,0.2586,2.45,82.51,0.71,0.91,0.992,186.3,0.5491,1
11890.5,0.2362,2.442,80.94,0.951,1.173,1.184,175.7,0.4855,1
11891,0.2138,2.438,82.12,1.154,1.496,1.506,165.1,0.4219,1
