DEPTH,CNL_dec,DENS,SONI,LL9D,LL9S,MSFL,GrC,VCL,SW
10174.5,0.1974,2.463,95.36,5.341,7.27,22.57,171,0.5239,1
10175,0.195,2.441,94.57,3.819,7.886,13.42,173.4,0.5545,1
10175.5,0.2328,2.419,95.55,3.303,6.074,7.885,165.9,0.4592,1
10176,0.2494,2.407,97.32,3.425,4.804,5.588,161.3,0.4021,1
10176.5,0.2409,2.42,96.67,3.552,4.181,5.295,154.8,0.3202,1
10177,0.2376,2.427,92.6,3.244,4.106,6.825,148.3,0.2383,1
10177.5,0.2328,2.414,89.64,2.927,4.106,7.885,147.1,0.2228,1
10178,0.2328,2.401,86.43,2.755,4.105,6.578,145.2,0.1986,1
10178.5,0.2493,2.391,82.75,2.563,3.551,5.788,141.2,0.1488,1
10179,0.2423,2.411,85.11,2.706,3.302,3.821,134.7,0.06695,1
10179.5,0.2304,2.425,89.84,2.963,3.072,4.414,131.7,0.02887,1
10180,0.2192,2.434,94.09,3.819,3.076,4.417,132.5,0.03842,1
10180.5,0.2115,2.45,97.71,3.819,3.821,5.239,133.2,0.04797,1
10181,0.1997,2.477,96.13,3.425,4.26,7.639,148.4,0.2385,1
10181.5,0.2068,2.482,96.92,2.91,4.579,11.31,164.4,0.4405,1
10182,0.2397,2.438,97.31,2.657,4.575,7.752,172,0.5358,1
10182.5,0.2659,2.393,97.31,2.563,4.001,4.74,168.9,0.4977,1
10183,0.2729,2.38,95.34,2.471,3.153,4.11,167.2,0.4758,1
10183.5,0.2682,2.377,94.16,2.857,2.859,4.755,165.9,0.4597,1
10184,0.254,2.37,94.36,2.963,3.074,5.818,166.4,0.4653,1
10184.5,0.2499,2.371,95.14,2.963,3.305,7.572,166.5,0.4673,1
10185,0.2455,2.384,94.9,2.963,3.425,5.007,159.7,0.3817,1
10185.5,0.2401,2.397,98.6,2.963,3.425,4.574,152.9,0.296,1
10186,0.2361,2.406,97.3,2.963,3.425,4.475,153.8,0.3065,1
10186.5,0.228,2.416,96,2.857,3.424,7.554,155.3,0.3265,1
10187,0.2327,2.42,93.63,2.706,3.302,4.629,155.3,0.3265,1
10187.5,0.2398,2.406,90.41,2.657,3.183,4.25,151.2,0.2746,1
10188,0.2398,2.412,88.25,2.471,3.013,3.78,149.3,0.2504,1
10188.5,0.2398,2.41,87.46,2.471,2.857,3.549,142.3,0.1628,1
10189,0.2375,2.418,90.8,2.755,2.857,3.563,137.8,0.1056,1
10189.5,0.2327,2.432,92.57,3.11,2.864,4.275,136,0.08255,1
10190,0.2219,2.444,96.9,3.488,3.19,5.335,134.8,0.06756,1
10190.5,0.2179,2.455,96.12,3.819,3.436,7.032,136.3,0.08666,1
10191,0.2138,2.462,96.11,3.072,3.822,5.738,142.2,0.1606,1
10191.5,0.2209,2.456,95.13,2.657,3.81,6.752,145.4,0.201,1
10192,0.2313,2.443,90.11,2.383,3.414,4.566,149.9,0.2582,1
10192.5,0.2374,2.428,85.87,2.177,2.992,4.095,148.2,0.2368,1
10193,0.2387,2.412,82.99,2.138,2.75,3.673,145.4,0.2011,1
10193.5,0.2398,2.417,80.75,2.257,2.56,3.425,137.8,0.1059,1
10194,0.2398,2.426,83.11,2.563,2.469,3.425,132.7,0.04115,1
10194.5,0.2342,2.439,86.26,3.017,2.484,3.455,131.1,0.02147,1
10195,0.2209,2.452,92.56,3.244,2.867,4.496,129.6,0.003065,1
10195.5,0.1935,2.472,88.23,3.75,3.197,5.727,134.2,0.06026,1
10196,0.1769,2.501,87.75,4.106,3.592,6.88,148.6,0.2413,1
10196.5,0.1873,2.533,86.65,3.488,4.417,8.049,156,0.3347,1
10197,0.209,2.526,86.26,3.072,4.412,5.495,154.5,0.3157,1
10197.5,0.2185,2.508,90.19,3.186,4.202,5.442,147.8,0.2318,1
10198,0.2145,2.49,89.41,3.303,3.308,4.779,143.9,0.1824,1
10198.5,0.209,2.485,88.62,3.303,3.431,5.969,146.3,0.2129,1
10199,0.1958,2.494,87.83,3.072,3.557,8.389,153,0.2967,1
10199.5,0.1982,2.501,84.55,2.857,3.691,6.402,156,0.3349,1
10200,0.2114,2.493,83.1,2.517,3.793,4.993,157.5,0.3537,1
10200.5,0.2185,2.483,84.28,2.383,3.283,4.553,158.4,0.3654,1
10201,0.2175,2.47,85.07,2.532,2.892,4.09,158.4,0.3654,1
10201.5,0.2138,2.47,87.82,2.755,2.665,4.038,153.9,0.3089,1
10202,0.1977,2.481,90.19,3.425,2.877,5.308,151.5,0.2778,1
10202.5,0.1869,2.491,90.97,3.425,3.301,5.862,159.9,0.3845,1
10203,0.183,2.504,87.82,3.186,3.825,7.018,165.1,0.4493,1
10203.5,0.1736,2.511,87.43,2.471,3.766,7.636,166.6,0.4684,1
10204,0.1948,2.506,89.39,2.383,3.054,4.345,164.7,0.4449,1
10204.5,0.2043,2.479,91.36,2.383,2.796,3.56,163,0.4227,1
10205,0.206,2.455,96.09,2.963,2.648,3.866,153,0.297,1
10205.5,0.203,2.461,96.09,2.963,2.608,4.773,150,0.2589,1
10206,0.1996,2.471,97.27,2.563,3.148,6.329,150,0.2589,1
10206.5,0.1981,2.488,97.26,2.271,3.288,7.054,151.9,0.2835,1
10207,0.2137,2.476,95.82,1.988,3.047,4.241,154.5,0.3161,1
10207.5,0.2205,2.463,93.72,1.883,2.744,3.897,159.3,0.3769,1
10208,0.2326,2.449,92.73,1.849,2.522,3.192,162.1,0.4114,1
10208.5,0.2397,2.453,91.36,1.849,2.13,2.882,166,0.461,1
10209,0.2444,2.458,90.57,1.849,2.062,3.045,165.1,0.4495,1
10209.5,0.2524,2.46,90.37,1.849,2.07,2.866,162.8,0.4203,1
10210,0.253,2.466,90.17,1.988,2.135,2.973,160.6,0.3924,1
10210.5,0.2539,2.473,84.66,2.062,2.144,3.06,156.9,0.3467,1
10211,0.2485,2.481,76.78,2.062,2.227,2.959,154.5,0.5097,1
10211.5,0.2421,2.478,74.42,2.217,2.299,3.058,153,0.4994,1
10212,0.2359,2.489,75.99,2.625,2.299,3.67,145.1,0.446,1
10212.5,0.2288,2.504,81.9,3.333,2.313,3.53,136.9,0.39,1
10213,0.216,2.522,91.74,3.96,2.562,3.464,127.7,0.3279,1
10213.5,0.1995,2.531,91.74,4.258,3.111,5.285,118.2,0.2632,1
10214,0.18,2.542,89.97,3.52,3.867,11.71,122.8,0.294,1
10214.5,0.17,2.524,87.41,2.722,4.299,16.92,135.8,0.3823,1
10215,0.155,2.52,87.18,2.471,3.434,5,147,0.4584,1
10215.5,0.19,2.501,86.81,2.383,3.026,3.809,150,0.4789,1
10216,0.21,2.476,85.43,2.383,2.75,3.904,148.5,0.4686,1
10216.5,0.2231,2.477,81.5,2.383,2.656,4.085,145,0.4448,1
10217,0.2066,2.484,75.85,2.383,2.663,3.581,139.4,0.407,1
10217.5,0.1933,2.49,68.66,2.383,2.706,4.157,124.7,0.3074,1
10218,0.1782,2.5,65.74,2.63,2.743,4.806,110.7,0.2119,1
10218.5,0.1644,2.516,69.29,2.755,2.87,4.245,95.52,0.1092,1
10219,0.1499,2.537,76.76,3.871,3.225,4.523,92.5,0.08865,1
10219.5,0.1272,2.59,81.49,5.198,3.622,7.051,97.48,0.1225,1
10220,0.1073,2.614,85.23,6.119,4.71,8.71,108.8,0.1996,1
10220.5,0.1026,2.63,88.18,6.119,5.943,10.28,130.3,0.3455,1
10221,0.1272,2.607,90.15,3.683,6.445,10.95,143.4,0.4338,1
10221.5,0.1522,2.574,90.54,2.857,5.875,8.432,151.5,0.4893,1
10222,0.1711,2.541,91.33,2.427,4.632,5.823,154.6,0.5099,1
10222.5,0.1857,2.508,87.47,2.17,3.61,4.208,148.5,0.4688,1
10223,0.2023,2.481,79.91,1.988,2.871,3.878,144,0.438,1
10223.5,0.2099,2.479,73.31,1.917,2.428,3.42,128.8,0.3353,1
10224,0.2122,2.478,69.28,2.217,2.214,3.39,111.6,0.2182,1
10224.5,0.2062,2.492,72.56,3.209,2.479,4.107,92.51,0.08877,1
10225,0.1888,2.52,79.9,4.496,3.119,6.372,87.98,0.05797,1
10225.5,0.1522,2.588,85.28,5.488,3.99,15.74,96.45,0.1155,1
10226,0.1343,2.656,90.14,4.923,5.158,13.29,113.7,0.2326,1
10226.5,0.1295,2.645,89.98,3.854,5.092,8.407,123.7,0.3004,1
10227,0.1522,2.588,88.96,2.963,4.25,6.028,130.4,0.3456,1
10227.5,0.1898,2.532,87.77,2.508,3.502,5.822,137.3,0.3929,1
10228,0.2122,2.515,86,2.138,3.075,5.407,139.4,0.4073,1
10228.5,0.2114,2.518,83.44,2.217,2.661,5.452,128.8,0.3354,1
10229,0.2098,2.521,81.86,2.257,2.475,5.29,126.8,0.3217,1
10229.5,0.203,2.526,77.53,2.341,2.54,5.51,125.8,0.3148,1
10230,0.1971,2.521,79.5,2.471,2.633,5.84,124.9,0.3084,1
10230.5,0.1838,2.515,78.91,2.657,2.811,9.356,124.3,0.3046,1
10231,0.1807,2.515,77.53,2.755,3.146,6.697,128.9,0.3354,1
10231.5,0.1778,2.505,79.3,2.963,3.186,8.086,129.5,0.3397,1
10232,0.1744,2.49,81.47,3.186,3.298,9.375,130.6,0.3476,1
10232.5,0.1705,2.486,83.04,3.303,3.31,5.259,131.9,0.356,1
10233,0.1649,2.484,85.4,3.303,3.197,8.177,139.5,0.4074,1
10233.5,0.1711,2.473,87.37,3.186,3.09,6.571,147,0.4587,1
10234,0.1791,2.469,88.94,2.594,2.969,5.326,147.3,0.4605,1
10234.5,0.1876,2.47,88.55,2.062,2.862,4.952,147.9,0.4649,1
10235,0.1876,2.48,88.55,2.138,2.52,3.833,151.4,0.4887,1
10235.5,0.1876,2.476,86.97,2.299,2.341,2.963,155.5,0.5163,1
10236,0.1711,2.48,85.66,2.383,2.299,2.563,156.9,0.5258,1
10236.5,0.1623,2.49,81.69,2.471,2.657,2.566,157.6,0.5307,1
10237,0.1545,2.498,79.09,2.563,2.657,3.305,157.6,0.5307,1
10237.5,0.1403,2.501,78.3,2.471,2.658,3.419,154.6,0.5102,1
10238,0.1332,2.515,77.12,2.722,2.762,3.075,145.5,0.4486,1
10238.5,0.1318,2.532,80.76,3.186,3.139,3.585,141,0.4177,1
10239,0.1391,2.548,85.39,3.728,3.56,5.645,138,0.3972,1
10239.5,0.1521,2.516,89.03,4.106,3.834,10.35,141,0.4178,1
10240,0.1805,2.461,92.47,3.728,4.083,13.06,142.5,0.4281,1
10240.5,0.197,2.406,93.4,3.186,3.668,5.273,132.2,0.3582,1
10241,0.2098,2.35,96.25,2.963,3.402,3.523,116.8,0.2535,1
10241.5,0.2121,2.295,99.1,3.552,3.11,2.283,107.7,0.1918,0.8878
10242,0.2129,2.239,98.6,3.552,3.023,1.381,104.7,0.1713,0.7245
10242.5,0.2136,2.184,96.5,1.945,3.247,1.253,100.1,0.1405,0.8956
10243,0.223,2.148,94.4,1.515,2.604,1.232,106.2,0.1816,0.9535
10243.5,0.2256,2.19,89.4,1.359,1.845,0.954,107.1,0.1877,1
10244,0.2277,2.232,85.58,1.241,1.696,0.9,109.2,0.2022,1
10244.5,0.2224,2.274,84.59,1.113,1.481,0.821,110.5,0.2108,1
10245,0.2192,2.316,93.33,1.409,1.297,0.703,112.5,0.2246,1
10245.5,0.2124,2.358,99.16,2.105,1.836,1.701,113.8,0.233,1
10246,0.2088,2.337,1.125,2.657,2.464,3.553,117.6,0.2593,1
10246.5,0.2047,2.304,5.193,2.755,2.299,2.492,119.2,0.27,1
10247,0.2027,2.27,6.045,1.917,1.975,1.464,119.2,0.27,1
10247.5,0.2216,2.24,7.816,1.783,1.732,1.55,119.2,0.27,1
10248,0.2371,2.23,5.452,1.849,1.59,1.261,110.1,0.2084,1
10248.5,0.2513,2.189,2.039,1.783,1.48,0.881,104.7,0.1714,0.8829
10249,0.2584,2.143,98.76,1.783,1.404,0.67,103.8,0.1656,0.7787
10249.5,0.2497,2.107,0.331,2.257,1.493,0.747,103.2,0.1378,0.6197
10250,0.2404,2.189,1.118,2.471,1.742,1.088,104.1,0.1674,0.719
10250.5,0.2206,2.27,0.328,2.657,2.794,1.379,106.7,0.1849,1
10251,0.1852,2.352,97.77,2.963,3.787,1.428,111.2,0.1418,1
10251.5,0.1875,2.434,94.22,1.849,3.288,1.296,114.7,0.2393,1
10252,0.1936,2.471,91.47,1.524,2.227,0.924,126.8,0.3215,1
10252.5,0.2026,2.463,90.48,1.197,1.529,0.624,144.1,0.4386,1
10253,0.2135,2.455,91.53,1.434,1.259,0.691,158.6,0.5372,1
10253.5,0.214,2.447,92.63,1.988,1.662,1.268,166.8,0.5927,1
10254,0.2145,2.439,95.07,2.563,2.329,2.056,165.3,0.5827,1
10254.5,0.2253,2.431,97.96,2.963,2.391,2.367,163.7,0.5721,1
10255,0.2501,2.412,0.976,2.963,2.141,1.697,148.6,0.4694,1
10255.5,0.2584,2.361,3.075,2.383,1.922,1.368,129.4,0.339,1
10256,0.253,2.295,0.318,2.471,1.789,1.282,111.7,0.2188,1
10256.5,0.2447,2.229,98.15,2.471,1.894,1.273,108.7,0.1983,0.83
10257,0.2373,2.163,97.95,3.186,2.135,1.562,108.7,0.1526,0.5941
10257.5,0.2333,2.11,0.971,3.186,2.096,1.912,108.7,0.04621,0.5206
10258,0.2333,2.103,2.599,2.072,1.624,1.235,106.2,0.03522,0.6664
10258.5,0.2418,2.099,3.988,1.391,1.245,0.727,104.7,0.1716,0.8419
10259,0.2532,2.102,5.431,1.334,1.088,0.591,104.1,0.1675,0.8315
10259.5,0.2584,2.103,4.642,1.287,1.008,0.724,106.2,0.1819,0.8443
10260,0.2688,2.116,4.248,1.334,1.045,0.8,106.2,0.1819,0.852
10260.5,0.258,2.115,5.034,1.542,1.168,0.733,107.8,0.1922,0.7883
10261,0.2536,2.119,4.246,1.599,1.197,0.956,113.8,0.2333,0.7937
10261.5,0.2489,2.121,3.654,1.542,1.16,0.819,116.5,0.2515,0.8212
10262,0.2498,2.124,1.487,1.487,1.159,0.823,119.9,0.2744,0.861
10262.5,0.2513,2.127,5.03,1.434,1.069,0.705,120.5,0.2784,0.875
10263,0.2536,2.132,5.423,1.658,1.233,0.75,120.8,0.2806,0.8251
10263.5,0.2569,2.137,9.359,1.952,1.487,0.975,117.2,0.2561,0.7625
10264,0.2585,2.142,8.965,2.299,1.741,1.336,115.3,0.2437,0.7047
10264.5,0.2607,2.127,6.404,2.563,1.801,0.846,106.3,0.182,0.6196
10265,0.2622,2.104,3.844,1.917,1.362,0.803,106.3,0.182,0.6792
10265.5,0.2631,2.095,1.874,1.571,1.123,0.803,103.8,0.165,0.7267
10266,0.2536,2.103,2.266,1.434,1.113,0.687,101.7,0.1512,0.7858
10266.5,0.2471,2.116,0.297,1.383,1.113,0.567,100.2,0.1409,0.8264
10267,0.2418,2.117,96.75,1.334,1.113,0.629,99.61,0.1369,0.8503
10267.5,0.2371,2.129,95.23,1.287,1.113,0.989,100.4,0.1426,0.9039
10268,0.2418,2.128,94.78,1.241,1.041,0.649,101.1,0.1472,0.9096
10268.5,0.2396,2.12,95.33,1.241,0.967,0.58,104.7,0.1718,0.8854
10269,0.2347,2.131,97.54,1.035,0.899,0.6,110.8,0.2129,1
10269.5,0.2229,2.147,97.34,0.853,0.742,0.646,115.7,0.2458,1
10270,0.2225,2.172,95.47,0.703,0.648,0.468,124.4,0.3054,1
10270.5,0.2215,2.198,93.6,0.646,0.6,0.449,133.1,0.3644,1
10271,0.2309,2.27,92.22,0.623,0.708,0.569,139.6,0.4081,1
10271.5,0.23,2.348,90.44,0.774,0.844,0.716,160,0.5468,1
10272,0.2285,2.421,90.44,1.371,1.359,1.306,172.3,0.63,1
10272.5,0.2347,2.446,92.81,2.099,2.375,2.288,172.3,0.63,1
10273,0.2397,2.463,93.59,2.217,2.383,3.134,168.3,0.6033,1
10273.5,0.2451,2.463,87.49,2.299,2.383,3.522,156.7,0.5243,1
10274,0.2446,2.456,82.17,2.427,2.383,3.523,142.6,0.4287,1
10274.5,0.248,2.489,76.25,2.563,2.647,3.913,121.2,0.2836,1
10275,0.2315,2.529,63.01,2.857,3.098,4.179,98.72,0.1309,1
10275.5,0.2075,2.573,58.54,3.984,5.558,5.128,82.53,0.02099,1
10276,0.16,2.618,60.64,7.185,8.202,8.692,78.45,0,1
10276.5,0.1331,2.662,69.57,9.805,9.329,15.56,77.54,0,1
10277,0.1189,2.663,73.25,9.805,9.519,20.45,95.7,0.1104,1
10277.5,0.1165,2.627,78.23,6.231,8.825,9.508,112.4,0.2234,1
10278,0.1387,2.592,84.52,4.645,7.001,5.579,127.5,0.3261,1
10278.5,0.1638,2.556,84.52,4.258,5.025,5.923,132.2,0.3581,1
10279,0.1921,2.521,85.57,4.106,4.619,8.957,139,0.4042,1
10279.5,0.1913,2.504,87.67,4.578,4.805,10.91,146.6,0.4556,1
10280,0.1898,2.532,87.47,4.578,5.515,8.022,153.2,0.5008,1
10280.5,0.1978,2.545,87.28,4.578,5.574,7.696,154.7,0.5111,1
10281,0.2016,2.543,86.49,4.578,5.39,8.994,154.5,0.5094,1
10281.5,0.2005,2.547,84.91,4.258,5.097,8.129,152.2,0.4936,1
10282,0.1987,2.542,83.73,4.106,4.732,6.746,149.3,0.4739,1
10282.5,0.1968,2.525,84.51,3.819,4.548,6.081,148,0.4652,1
10283,0.1959,2.517,85.5,3.488,4.478,7.172,147.2,0.4597,1
10283.5,0.195,2.524,86.48,3.303,4.201,8.253,148.7,0.47,1
10284,0.1945,2.534,87.66,3.186,3.846,6.531,152,0.4923,1
10284.5,0.2039,2.529,87.46,3.017,3.579,5.279,154.7,0.5111,1
10285,0.2169,2.507,85.04,2.857,3.38,5.524,155.3,0.5146,1
10285.5,0.221,2.485,83.72,2.795,3.317,5.252,155.7,0.5173,1
10286,0.2214,2.464,82.93,2.755,3.266,4.678,154.3,0.5079,1
10286.5,0.2133,2.467,82.14,2.563,3.152,4.408,153.2,0.5009,1
10287,0.2073,2.469,84.9,2.471,3.042,4.479,150.2,0.4804,1
10287.5,0.2015,2.477,82.93,2.383,2.936,4.349,148,0.4651,1
10288,0.2039,2.478,79.78,2.383,2.829,3.86,143.1,0.4321,1
10288.5,0.1977,2.502,78.99,2.755,2.857,3.787,137.5,0.3941,1
10289,0.1894,2.533,82.34,3.186,3.236,4.4,135.1,0.3777,1
10289.5,0.1779,2.545,85.49,3.017,3.463,6.948,138.1,0.3983,1
10290,0.1694,2.54,88.83,2.755,3.448,7.363,149.6,0.4763,1
10290.5,0.1859,2.527,88.83,2.412,2.913,4.211,157.8,0.5318,1
10291,0.2133,2.525,88.83,2.299,2.645,3.935,158.4,0.5361,1
10291.5,0.2213,2.511,88.32,2.251,2.563,3.819,159.3,0.5421,1
10292,0.2233,2.493,87.84,2.217,2.55,3.819,160.2,0.5483,1
10292.5,0.2251,2.5,87.39,2.217,2.471,3.813,159,0.5401,1
10293,0.2237,2.504,87.25,2.217,2.471,3.74,157.9,0.5323,1
10293.5,0.2228,2.495,88.23,2.217,2.471,3.683,157.2,0.5278,1
10294,0.2219,2.492,88.43,2.217,2.471,3.683,157.2,0.5278,1
10294.5,0.2213,2.494,87.44,2.217,2.471,3.683,154.8,0.5113,1
10295,0.2228,2.495,86.85,2.217,2.471,3.683,156.3,0.5214,1
10295.5,0.2119,2.497,87.25,2.217,2.471,3.683,157.2,0.5278,1
10296,0.2108,2.498,87.64,2.267,2.471,3.688,161.7,0.5586,1
10296.5,0.2086,2.492,87.44,2.299,2.471,3.957,160.8,0.5525,1
10297,0.2157,2.48,87.24,2.383,2.471,3.683,159.9,0.5458,1
10297.5,0.2146,2.468,87.24,2.383,2.471,3.683,157.5,0.5299,1
10298,0.2119,2.466,87.24,2.383,2.471,3.819,153.6,0.5035,1
10298.5,0.2098,2.482,86.85,2.471,2.471,4.257,150.2,0.4806,1
10299,0.2071,2.502,86.06,2.563,2.516,4.178,148.1,0.4658,1
10299.5,0.2041,2.513,85.86,2.563,2.653,3.958,146.6,0.456,1
10300,0.2024,2.523,85.27,2.563,2.657,4.374,143.6,0.4354,1
10300.5,0.194,2.524,86.05,2.657,2.754,5.272,144.9,0.4445,1
10301,0.1896,2.528,85.65,2.657,2.755,4.636,146.6,0.456,1
10301.5,0.1896,2.528,85.26,2.611,2.755,4.293,144.5,0.4416,1
10302,0.1921,2.525,85.25,2.563,2.755,4.111,138.2,0.3985,1
10302.5,0.1944,2.52,85.25,2.516,2.755,4.894,138.2,0.3985,1
10303,0.2024,2.517,86.03,2.427,2.715,4.363,138.2,0.3985,1
10303.5,0.2029,2.511,85.63,2.299,2.669,4.006,138.2,0.3985,1
10304,0.2038,2.501,84.45,2.299,2.574,3.952,138.2,0.3985,1
10304.5,0.2013,2.525,83.07,2.299,2.563,4.087,132.1,0.3575,1
10305,0.1967,2.549,77.09,2.299,2.563,3.749,126.1,0.3164,1
10305.5,0.1929,2.571,71.92,3.128,2.563,3.683,115.5,0.2445,1
10306,0.1849,2.6,70.26,3.819,3.055,3.683,110.9,0.2137,1
10306.5,0.1646,2.642,71.93,3.819,3.754,4.565,106.4,0.1829,1
10307,0.1504,2.653,77.54,3.11,3.988,14.39,120,0.2754,1
10307.5,0.1447,2.611,83.54,2.471,3.769,10.66,132.1,0.3575,1
10308,0.1646,2.569,87.57,2.217,3.202,4.784,138.5,0.4011,1
10308.5,0.1849,2.53,89.93,1.988,2.637,3.311,149.2,0.4736,1
10309,0.1938,2.519,89.73,2.018,2.358,3.176,153,0.499,1
10309.5,0.2038,2.512,88.96,2.062,2.236,3.262,153.3,0.5014,1
10310,0.2109,2.495,87.81,2.138,2.217,3.351,152,0.4923,1
10310.5,0.2082,2.478,86.37,2.217,2.217,3.414,151.2,0.487,1
10311,0.2071,2.483,84.79,2.341,2.267,3.425,151.8,0.4911,1
10311.5,0.2014,2.501,84.39,2.471,2.342,3.425,148.8,0.4706,1
10312,0.2014,2.496,84.39,2.471,2.517,3.581,143.6,0.4357,1
10312.5,0.2014,2.497,86.94,2.383,2.563,3.863,143.6,0.4357,1
10313,0.1963,2.502,87.53,2.383,2.563,3.752,151.5,0.4888,1
10313.5,0.1929,2.502,86.34,2.383,2.563,3.707,156.3,0.522,1
10314,0.1966,2.499,86.34,2.437,2.563,3.781,150.3,0.4809,1
10314.5,0.2026,2.504,86.14,2.471,2.563,3.892,147.3,0.4604,1
10315,0.2085,2.52,84.56,2.471,2.563,4.048,147.6,0.4628,1
10315.5,0.2085,2.536,83.96,2.471,2.563,4.077,148.2,0.4666,1
10316,0.2085,2.544,83.75,2.657,2.563,4.245,147.3,0.4604,1
10316.5,0.2085,2.531,83.57,2.657,2.709,4.493,147.3,0.4604,1
10317,0.2049,2.528,86.71,2.657,2.755,4.586,147.3,0.4604,1
10317.5,0.2023,2.532,89.46,2.657,2.755,4.446,157.9,0.5324,1
10318,0.2048,2.52,89.46,2.657,2.755,4.463,161.4,0.5561,1
10318.5,0.2085,2.508,89.32,2.657,2.755,4.548,166.3,0.5892,1
10319,0.2212,2.496,88.66,2.755,2.755,4.443,169.4,0.6105,1
10319.5,0.2242,2.492,90.53,2.755,2.755,4.504,174.5,0.6454,1
10320,0.226,2.5,91.81,2.755,2.755,4.828,176.1,0.6564,1
10320.5,0.2274,2.492,92.59,2.657,2.755,4.856,177.6,0.666,1
10321,0.2261,2.484,91.8,2.427,2.695,4.367,186.6,0.7276,1
10321.5,0.225,2.479,91.79,2.383,2.599,3.546,189.3,0.7458,1
10322,0.2289,2.473,91.79,2.217,2.526,3.35,192.1,0.7646,1
10322.5,0.2321,2.461,91.39,2.217,2.425,3.61,189.7,0.7482,1
10323,0.2344,2.449,91.62,2.217,2.319,3.638,191.5,0.7603,1
10323.5,0.2339,2.449,92.57,2.217,2.299,3.474,192.7,0.7687,1
10324,0.233,2.452,91.77,2.217,2.299,3.621,195.7,0.7893,1
10324.5,0.234,2.447,90.19,2.217,2.298,3.683,196,0.7909,1
10325,0.2351,2.451,85.31,2.257,2.347,3.683,196.4,0.7935,1
10325.5,0.2368,2.466,80.61,2.32,2.502,3.894,196.6,0.7955,1
10326,0.236,2.481,79.55,2.383,2.629,3.96,191.8,0.7624,1
10326.5,0.2345,2.495,80.33,2.61,2.715,3.96,181.8,0.6948,1
10327,0.233,2.493,83.68,2.857,2.885,4.122,165.5,0.5839,1
10327.5,0.2272,2.493,87.81,3.683,3.06,4.497,149.3,0.474,1
10328,0.2212,2.506,90.96,3.364,3.25,6.184,138,0.3973,1
10328.5,0.2116,2.518,90.95,2.857,3.489,7.889,130.7,0.3477,1
10329,0.2023,2.492,92.13,2.563,2.934,3.899,133.7,0.368,1
10329.5,0.1985,2.438,91.73,2.299,2.333,1.568,139.8,0.4093,1
10330,0.1975,2.384,91.73,2.217,2.013,1.84,137.7,0.3952,1
10330.5,0.2089,2.33,93.3,2.217,1.793,2.469,133.4,0.3662,1
10331,0.2135,2.291,93.88,1.988,1.624,1.453,124.6,0.1378,1
10331.5,0.2141,2.277,96.04,2.062,1.514,1.073,92.51,0.1278,0.9499
10332,0.215,2.263,95.85,2.097,1.481,1.073,92.48,0.1279,0.8943
10332.5,0.2164,2.248,94.72,2.138,1.561,1.073,96.28,0.1613,0.871
10333,0.2141,2.236,92.49,2.138,1.644,1.073,98.85,0.1839,0.8633
10333.5,0.2141,2.245,90.6,2.138,1.658,0.99,99.99,0.1939,0.8917
10334,0.2154,2.255,89.33,2.138,1.658,1.291,99.31,0.188,0.9139
10334.5,0.2178,2.256,89.33,2.217,1.622,1.178,99.99,0.194,0.8877
10335,0.215,2.246,93.07,2.471,1.56,1.113,103.4,0.224,0.801
10335.5,0.2117,2.261,95.22,2.755,1.744,1.113,103.9,0.228,0.803
10336,0.2095,2.28,95.62,3.072,1.924,1.239,104.2,0.231,0.8064
10336.5,0.207,2.299,94.04,3.552,2.126,1.594,104.5,0.2341,0.7786
10337,0.2131,2.308,90.59,3.96,2.357,1.539,100,0.194,0.7586
10337.5,0.2195,2.275,89.31,4.578,2.708,1.666,94.77,0.148,0.6229
10338,0.2259,2.242,89.69,6.823,3.093,1.311,89.08,0.09794,0.4534
10338.5,0.24,2.209,90.09,10.54,3.508,1.277,87.95,0.08794,0.3329
10339,0.2391,2.175,91.65,12.64,4.056,1.475,88.59,0.09396,0.2818
10339.5,0.2178,2.174,92.51,12.64,4.508,1.586,88.67,0.09514,0.2833
10340,0.211,2.194,93.03,11.75,4.344,1.574,88.79,0.09668,0.3074
10340.5,0.2036,2.201,94,9.705,4.07,1.407,88.89,0.09799,0.3462
10341,0.2036,2.196,94.39,8.179,3.7,1.249,90.65,0.114,0.376
10341.5,0.2036,2.183,94.39,7.888,3.363,1.118,91.96,0.126,0.3717
10342,0.2131,2.18,93.99,6.58,3.065,1.043,94.26,0.1466,0.408
10342.5,0.2249,2.177,93.99,6.823,2.892,1.221,96.64,0.1681,0.395
10343,0.2265,2.172,93.99,7.336,2.84,1.209,99.53,0.1941,0.3783
10343.5,0.2296,2.17,93.98,8.032,2.952,1.25,98.35,0.1841,0.3578
10344,0.2296,2.173,95.16,8.636,3.121,1.345,96.95,0.1722,0.3456
10344.5,0.2296,2.182,95.16,9.456,3.255,1.242,95.41,0.1581,0.3377
10345,0.2296,2.179,95.15,8.794,3.408,1.277,95.01,0.1541,0.3492
10345.5,0.2376,2.168,95.54,7.607,3.177,1.212,96.64,0.1682,0.3685
10346,0.2389,2.161,95.54,6.58,2.741,1.041,97.6,0.1764,0.3903
10346.5,0.2414,2.159,95.14,5.901,2.311,0.898,98.48,0.1842,0.4088
10347,0.2409,2.155,94.74,6.345,2.217,0.956,99.22,0.1908,0.3871
10347.5,0.24,2.153,94.34,6.823,2.217,0.998,100.1,0.1982,0.3703
